起报时间,预报时间,实际功率 (MW),BiFusionModel预测功率 (MW)
2018-08-26,2018-08-27 09:45:00,0.492188,0.44757435
2018-08-26,2018-08-27 10:00:00,0.428906,0.26683626
2018-08-26,2018-08-27 10:15:00,0.158203,0.22964805
2018-08-26,2018-08-27 10:30:00,0.035156,0.2264141
2018-08-26,2018-08-27 10:45:00,0.0,0.16010757
2018-08-26,2018-08-27 11:00:00,0.0,0.12543887
2018-08-26,2018-08-27 11:15:00,0.0,0.14037652
2018-08-26,2018-08-27 11:30:00,0.0,0.09216598
2018-08-26,2018-08-27 11:45:00,0.0,0.054394886
2018-08-26,2018-08-27 12:00:00,0.0,0.039632
2018-08-26,2018-08-27 12:15:00,0.0,0.0014910325
2018-08-26,2018-08-27 12:30:00,0.0,-0.017332088
2018-08-26,2018-08-27 12:45:00,0.0,-0.055491127
2018-08-26,2018-08-27 13:00:00,0.0,-0.05381038
2018-08-26,2018-08-27 13:15:00,0.0,-0.06665051
2018-08-26,2018-08-27 13:30:00,0.0,-0.107557856
2018-08-26,2018-08-27 13:45:00,0.0,-0.15626685
2018-08-26,2018-08-27 14:00:00,0.0,-0.16311333
2018-08-26,2018-08-27 14:15:00,0.0,-0.16242096
2018-08-26,2018-08-27 14:30:00,0.0,-0.11281112
2018-08-26,2018-08-27 14:45:00,0.0,-0.08091569
2018-08-26,2018-08-27 15:00:00,0.0,-0.07240039
2018-08-26,2018-08-27 15:15:00,0.0,-0.025300179
2018-08-26,2018-08-27 15:30:00,0.0,-0.00073642284
2018-08-26,2018-08-27 15:45:00,0.0,-0.013967209
2018-08-26,2018-08-27 16:00:00,0.0,0.04777048
2018-08-26,2018-08-27 16:15:00,0.0,0.023780733
2018-08-26,2018-08-27 16:30:00,0.0,0.044848528
2018-08-26,2018-08-27 16:45:00,0.0,0.09566789
2018-08-26,2018-08-27 17:00:00,0.0,0.08469839
2018-08-26,2018-08-27 17:15:00,0.0,0.06302776
2018-08-26,2018-08-27 17:30:00,0.0,0.09594382
2018-08-26,2018-08-27 17:45:00,0.0,0.10049147
2018-08-26,2018-08-27 18:00:00,0.0,0.099218205
2018-08-26,2018-08-27 18:15:00,0.0,0.04633931
2018-08-26,2018-08-27 18:30:00,0.0,0.015163662
2018-08-26,2018-08-27 18:45:00,0.0,-0.0075669326
2018-08-26,2018-08-27 19:00:00,0.0,-0.017410755
2018-08-26,2018-08-27 19:15:00,0.0,-0.042954974
2018-08-26,2018-08-27 19:30:00,0.0,-0.08515206
2018-08-26,2018-08-27 19:45:00,0.0,-0.046054944
2018-08-26,2018-08-27 20:00:00,0.0,-0.069917366
2018-08-26,2018-08-27 20:15:00,0.0,-0.06570105
2018-08-26,2018-08-27 20:30:00,0.0,-0.03182256
2018-08-26,2018-08-27 20:45:00,0.0,0.03032866
2018-08-26,2018-08-27 21:00:00,0.0,0.017485844
2018-08-26,2018-08-27 21:15:00,0.0,0.038970567
2018-08-26,2018-08-27 21:30:00,0.0,0.090641275
2018-08-26,2018-08-27 21:45:00,0.0,0.09825818
2018-08-26,2018-08-27 22:00:00,0.0035159999999999,0.13876528
2018-08-26,2018-08-27 22:15:00,0.0,0.13959801
2018-08-26,2018-08-27 22:30:00,0.196875,0.19670449
2018-08-26,2018-08-27 22:45:00,0.319922,0.21987517
2018-08-26,2018-08-27 23:00:00,0.341016,0.26578838
2018-08-26,2018-08-27 23:15:00,0.551953,0.3653042
2018-08-26,2018-08-27 23:30:00,0.566016,0.45250565
2018-08-26,2018-08-27 23:45:00,0.73125,0.56861573
2018-08-26,2018-08-28 00:00:00,0.935156,0.7321347
2018-08-26,2018-08-27 00:30:00,1.887891,1.7031646
2018-08-26,2018-08-27 00:45:00,2.021484,1.9670631
2018-08-26,2018-08-27 01:00:00,2.285156,2.1566305
2018-08-26,2018-08-27 01:15:00,2.478516,2.334119
2018-08-26,2018-08-27 01:30:00,2.657812,2.4438307
2018-08-26,2018-08-27 01:45:00,2.844141,2.5247428
2018-08-26,2018-08-27 02:00:00,3.121875,2.6246343
2018-08-26,2018-08-27 02:15:00,3.287109,2.6332989
2018-08-26,2018-08-27 02:30:00,2.309766,2.673252
2018-08-26,2018-08-27 02:45:00,3.427734,2.6657627
2018-08-26,2018-08-27 03:00:00,2.211328,2.6166627
2018-08-26,2018-08-27 03:15:00,3.469922,2.5538878
2018-08-26,2018-08-27 03:30:00,3.15,2.5154269
2018-08-26,2018-08-27 03:45:00,3.410156,2.3482006
2018-08-26,2018-08-27 04:00:00,4.151953,2.2236977
2018-08-26,2018-08-27 04:15:00,3.670312000000001,2.03099
2018-08-26,2018-08-27 04:30:00,3.596484,1.88723
2018-08-26,2018-08-27 04:45:00,3.723047,1.7046494
2018-08-26,2018-08-27 05:00:00,2.580469,1.6094438
2018-08-26,2018-08-27 05:15:00,2.696484,1.4407003
2018-08-26,2018-08-27 05:30:00,4.310156,1.3293635
2018-08-26,2018-08-27 05:45:00,2.844141,1.272469
2018-08-26,2018-08-27 06:00:00,3.4839839999999995,1.1564358
2018-08-26,2018-08-27 06:15:00,3.596484,1.0847408
2018-08-26,2018-08-27 06:30:00,3.336328,1.0189947
2018-08-26,2018-08-27 06:45:00,3.3679690000000004,0.9226443
2018-08-26,2018-08-27 07:00:00,3.026953,0.8671387
2018-08-26,2018-08-27 07:15:00,3.055078,0.79345375
2018-08-26,2018-08-27 07:30:00,2.896875,0.79865724
2018-08-26,2018-08-27 07:45:00,2.735156,0.74228984
2018-08-26,2018-08-27 08:00:00,2.376562,0.70460767
2018-08-26,2018-08-27 08:15:00,1.7015619999999998,0.69881725
2018-08-26,2018-08-27 08:30:00,2.288672,0.68218017
2018-08-26,2018-08-27 08:45:00,2.014453,0.6716361
2018-08-26,2018-08-27 09:00:00,0.6679689999999999,0.6158718
2018-08-26,2018-08-27 09:15:00,0.569531,0.57498914
2018-08-26,2018-08-27 09:30:00,0.569531,0.4832566
2018-08-26,2018-08-27 09:45:00,0.492188,0.44285023
2018-08-26,2018-08-27 10:00:00,0.428906,0.38485992
2018-08-26,2018-08-27 10:15:00,0.158203,0.25377825
2018-08-26,2018-08-27 10:30:00,0.035156,0.23226619
2018-08-26,2018-08-27 10:45:00,0.0,0.23054112
2018-08-26,2018-08-27 11:00:00,0.0,0.16283989
2018-08-26,2018-08-27 11:15:00,0.0,0.13969205
2018-08-26,2018-08-27 11:30:00,0.0,0.15662931
2018-08-26,2018-08-27 11:45:00,0.0,0.10852584
2018-08-26,2018-08-27 12:00:00,0.0,0.074418664
2018-08-26,2018-08-27 12:15:00,0.0,0.06300588
2018-08-26,2018-08-27 12:30:00,0.0,0.026275417
2018-08-26,2018-08-27 12:45:00,0.0,0.017867597
2018-08-26,2018-08-27 13:00:00,0.0,-0.016280947
2018-08-26,2018-08-27 13:15:00,0.0,-0.007084968
2018-08-26,2018-08-27 13:30:00,0.0,-0.019724563
2018-08-26,2018-08-27 13:45:00,0.0,-0.05604706
2018-08-26,2018-08-27 14:00:00,0.0,-0.09694661
2018-08-26,2018-08-27 14:15:00,0.0,-0.113894984
2018-08-26,2018-08-27 14:30:00,0.0,-0.133454
2018-08-26,2018-08-27 14:45:00,0.0,-0.09076238
2018-08-26,2018-08-27 15:00:00,0.0,-0.07221116
2018-08-26,2018-08-27 15:15:00,0.0,-0.08901711
2018-08-26,2018-08-27 15:30:00,0.0,-0.062470708
2018-08-26,2018-08-27 15:45:00,0.0,-0.053029396
2018-08-26,2018-08-27 16:00:00,0.0,-0.09068286
2018-08-26,2018-08-27 16:15:00,0.0,-0.0351301
2018-08-26,2018-08-27 16:30:00,0.0,-0.059273258
2018-08-26,2018-08-27 16:45:00,0.0,-0.04509034
2018-08-26,2018-08-27 17:00:00,0.0,0.008011423
2018-08-26,2018-08-27 17:15:00,0.0,0.007967778
2018-08-26,2018-08-27 17:30:00,0.0,-0.0006387159
2018-08-26,2018-08-27 17:45:00,0.0,0.04933895
2018-08-26,2018-08-27 18:00:00,0.0,0.060486387
2018-08-26,2018-08-27 18:15:00,0.0,0.08739211
2018-08-26,2018-08-27 18:30:00,0.0,0.04690498
2018-08-26,2018-08-27 18:45:00,0.0,0.027763942
2018-08-26,2018-08-27 19:00:00,0.0,0.028605266
2018-08-26,2018-08-27 19:15:00,0.0,0.03249041
2018-08-26,2018-08-27 19:30:00,0.0,0.021021698
2018-08-26,2018-08-27 19:45:00,0.0,-0.024499224
2018-08-26,2018-08-27 20:00:00,0.0,0.016432898
2018-08-26,2018-08-27 20:15:00,0.0,-0.015744109
2018-08-26,2018-08-27 20:30:00,0.0,-0.012166671
2018-08-26,2018-08-27 20:45:00,0.0,0.026366504
2018-08-26,2018-08-27 21:00:00,0.0,0.077144325
2018-08-26,2018-08-27 21:15:00,0.0,0.07300094
2018-08-26,2018-08-27 21:30:00,0.0,0.10173456
2018-08-26,2018-08-27 21:45:00,0.0,0.14805233
2018-08-26,2018-08-27 22:00:00,0.0035159999999999,0.17302108
2018-08-26,2018-08-27 22:15:00,0.0,0.22521487
2018-08-26,2018-08-27 22:30:00,0.196875,0.22342059
2018-08-26,2018-08-27 22:45:00,0.319922,0.2793994
2018-08-26,2018-08-27 23:00:00,0.341016,0.3018518
2018-08-26,2018-08-27 23:15:00,0.551953,0.34839758
2018-08-26,2018-08-27 23:30:00,0.566016,0.44115797
2018-08-26,2018-08-27 23:45:00,0.73125,0.5247633
2018-08-26,2018-08-28 00:00:00,0.935156,0.63648057
2018-08-26,2018-08-28 00:15:00,1.873828,0.8034158
2018-08-26,2018-08-27 00:45:00,2.021484,1.9583315
2018-08-26,2018-08-27 01:00:00,2.285156,2.2147703
2018-08-26,2018-08-27 01:15:00,2.478516,2.4108129
2018-08-26,2018-08-27 01:30:00,2.657812,2.5710487
2018-08-26,2018-08-27 01:45:00,2.844141,2.6579936
2018-08-26,2018-08-27 02:00:00,3.121875,2.7053268
2018-08-26,2018-08-27 02:15:00,3.287109,2.7677898
2018-08-26,2018-08-27 02:30:00,2.309766,2.7262359
2018-08-26,2018-08-27 02:45:00,3.427734,2.707571
2018-08-26,2018-08-27 03:00:00,2.211328,2.6344583
2018-08-26,2018-08-27 03:15:00,3.469922,2.538887
2018-08-26,2018-08-27 03:30:00,3.15,2.431171
2018-08-26,2018-08-27 03:45:00,3.410156,2.3515606
2018-08-26,2018-08-27 04:00:00,4.151953,2.1849868
2018-08-26,2018-08-27 04:15:00,3.670312000000001,2.0562382
2018-08-26,2018-08-27 04:30:00,3.596484,1.867368
2018-08-26,2018-08-27 04:45:00,3.723047,1.7302452
2018-08-26,2018-08-27 05:00:00,2.580469,1.5862992
2018-08-26,2018-08-27 05:15:00,2.696484,1.4905567
2018-08-26,2018-08-27 05:30:00,4.310156,1.3566384
2018-08-26,2018-08-27 05:45:00,2.844141,1.2568309
2018-08-26,2018-08-27 06:00:00,3.4839839999999995,1.2181344
2018-08-26,2018-08-27 06:15:00,3.596484,1.1113936
2018-08-26,2018-08-27 06:30:00,3.336328,1.0411303
2018-08-26,2018-08-27 06:45:00,3.3679690000000004,0.9879809
2018-08-26,2018-08-27 07:00:00,3.026953,0.8987817
2018-08-26,2018-08-27 07:15:00,3.055078,0.8242357
2018-08-26,2018-08-27 07:30:00,2.896875,0.7303275
2018-08-26,2018-08-27 07:45:00,2.735156,0.7161457
2018-08-26,2018-08-27 08:00:00,2.376562,0.65024847
2018-08-26,2018-08-27 08:15:00,1.7015619999999998,0.5766693
2018-08-26,2018-08-27 08:30:00,2.288672,0.54624987
2018-08-26,2018-08-27 08:45:00,2.014453,0.4974095
2018-08-26,2018-08-27 09:00:00,0.6679689999999999,0.4777776
2018-08-26,2018-08-27 09:15:00,0.569531,0.40899834
2018-08-26,2018-08-27 09:30:00,0.569531,0.3863907
2018-08-26,2018-08-27 09:45:00,0.492188,0.30593383
2018-08-26,2018-08-27 10:00:00,0.428906,0.29294515
2018-08-26,2018-08-27 10:15:00,0.158203,0.26173818
2018-08-26,2018-08-27 10:30:00,0.035156,0.15645194
2018-08-26,2018-08-27 10:45:00,0.0,0.1630418
2018-08-26,2018-08-27 11:00:00,0.0,0.16807058
2018-08-26,2018-08-27 11:15:00,0.0,0.10691434
2018-08-26,2018-08-27 11:30:00,0.0,0.10667947
2018-08-26,2018-08-27 11:45:00,0.0,0.12489593
2018-08-26,2018-08-27 12:00:00,0.0,0.094709955
2018-08-26,2018-08-27 12:15:00,0.0,0.07340202
2018-08-26,2018-08-27 12:30:00,0.0,0.06787431
2018-08-26,2018-08-27 12:45:00,0.0,0.026734278
2018-08-26,2018-08-27 13:00:00,0.0,0.03314597
2018-08-26,2018-08-27 13:15:00,0.0,0.009451769
2018-08-26,2018-08-27 13:30:00,0.0,0.02006257
2018-08-26,2018-08-27 13:45:00,0.0,-0.00400111
2018-08-26,2018-08-27 14:00:00,0.0,-0.036667474
2018-08-26,2018-08-27 14:15:00,0.0,-0.063891895
2018-08-26,2018-08-27 14:30:00,0.0,-0.07970974
2018-08-26,2018-08-27 14:45:00,0.0,-0.12052292
2018-08-26,2018-08-27 15:00:00,0.0,-0.075335816
2018-08-26,2018-08-27 15:15:00,0.0,-0.06457357
2018-08-26,2018-08-27 15:30:00,0.0,-0.08860627
2018-08-26,2018-08-27 15:45:00,0.0,-0.0790301
2018-08-26,2018-08-27 16:00:00,0.0,-0.07339917
2018-08-26,2018-08-27 16:15:00,0.0,-0.1315988
2018-08-26,2018-08-27 16:30:00,0.0,-0.075804375
2018-08-26,2018-08-27 16:45:00,0.0,-0.09624231
2018-08-26,2018-08-27 17:00:00,0.0,-0.09110751
2018-08-26,2018-08-27 17:15:00,0.0,-0.033487663
2018-08-26,2018-08-27 17:30:00,0.0,-0.028880343
2018-08-26,2018-08-27 17:45:00,0.0,-0.030815504
2018-08-26,2018-08-27 18:00:00,0.0,0.020100977
2018-08-26,2018-08-27 18:15:00,0.0,0.036500696
2018-08-26,2018-08-27 18:30:00,0.0,0.079976305
2018-08-26,2018-08-27 18:45:00,0.0,0.052024454
2018-08-26,2018-08-27 19:00:00,0.0,0.04257316
2018-08-26,2018-08-27 19:15:00,0.0,0.06623688
2018-08-26,2018-08-27 19:30:00,0.0,0.08650867
2018-08-26,2018-08-27 19:45:00,0.0,0.07845496
2018-08-26,2018-08-27 20:00:00,0.0,0.034572557
2018-08-26,2018-08-27 20:15:00,0.0,0.07925495
2018-08-26,2018-08-27 20:30:00,0.0,0.045100715
2018-08-26,2018-08-27 20:45:00,0.0,0.04144289
2018-08-26,2018-08-27 21:00:00,0.0,0.086324975
2018-08-26,2018-08-27 21:15:00,0.0,0.12595654
2018-08-26,2018-08-27 21:30:00,0.0,0.1254569
2018-08-26,2018-08-27 21:45:00,0.0,0.16258983
2018-08-26,2018-08-27 22:00:00,0.0035159999999999,0.20427972
2018-08-26,2018-08-27 22:15:00,0.0,0.24701932
2018-08-26,2018-08-27 22:30:00,0.196875,0.31669188
2018-08-26,2018-08-27 22:45:00,0.319922,0.32303327
2018-08-26,2018-08-27 23:00:00,0.341016,0.37657472
2018-08-26,2018-08-27 23:15:00,0.551953,0.4011362
2018-08-26,2018-08-27 23:30:00,0.566016,0.4492442
2018-08-26,2018-08-27 23:45:00,0.73125,0.5312163
2018-08-26,2018-08-28 00:00:00,0.935156,0.60441047
2018-08-26,2018-08-28 00:15:00,1.873828,0.70013237
2018-08-26,2018-08-28 00:30:00,1.226953,0.86529946
2018-08-26,2018-08-27 01:00:00,2.285156,2.1612673
2018-08-26,2018-08-27 01:15:00,2.478516,2.4003572
2018-08-26,2018-08-27 01:30:00,2.657812,2.5942535
2018-08-26,2018-08-27 01:45:00,2.844141,2.7248685
2018-08-26,2018-08-27 02:00:00,3.121875,2.7834902
2018-08-26,2018-08-27 02:15:00,3.287109,2.796527
2018-08-26,2018-08-27 02:30:00,2.309766,2.8283527
2018-08-26,2018-08-27 02:45:00,3.427734,2.7368674
2018-08-26,2018-08-27 03:00:00,2.211328,2.675481
2018-08-26,2018-08-27 03:15:00,3.469922,2.5475922
2018-08-26,2018-08-27 03:30:00,3.15,2.41643
2018-08-26,2018-08-27 03:45:00,3.410156,2.2604623
2018-08-26,2018-08-27 04:00:00,4.151953,2.1522508
2018-08-26,2018-08-27 04:15:00,3.670312000000001,2.0002916
2018-08-26,2018-08-27 04:30:00,3.596484,1.8706323
2018-08-26,2018-08-27 04:45:00,3.723047,1.6923618
2018-08-26,2018-08-27 05:00:00,2.580469,1.570388
2018-08-26,2018-08-27 05:15:00,2.696484,1.4658065
2018-08-26,2018-08-27 05:30:00,4.310156,1.3806827
2018-08-26,2018-08-27 05:45:00,2.844141,1.2839974
2018-08-26,2018-08-27 06:00:00,3.4839839999999995,1.1985165
2018-08-26,2018-08-27 06:15:00,3.596484,1.1832196
2018-08-26,2018-08-27 06:30:00,3.336328,1.1003124
2018-08-26,2018-08-27 06:45:00,3.3679690000000004,1.0309917
2018-08-26,2018-08-27 07:00:00,3.026953,1.0063466
2018-08-26,2018-08-27 07:15:00,3.055078,0.927407
2018-08-26,2018-08-27 07:30:00,2.896875,0.84751105
2018-08-26,2018-08-27 07:45:00,2.735156,0.74562275
2018-08-26,2018-08-27 08:00:00,2.376562,0.7221957
2018-08-26,2018-08-27 08:15:00,1.7015619999999998,0.6593246
2018-08-26,2018-08-27 08:30:00,2.288672,0.56638867
2018-08-26,2018-08-27 08:45:00,2.014453,0.5189425
2018-08-26,2018-08-27 09:00:00,0.6679689999999999,0.44491085
2018-08-26,2018-08-27 09:15:00,0.569531,0.41700143
2018-08-26,2018-08-27 09:30:00,0.569531,0.32629624
2018-08-26,2018-08-27 09:45:00,0.492188,0.30637458
2018-08-26,2018-08-27 10:00:00,0.428906,0.22039515
2018-08-26,2018-08-27 10:15:00,0.158203,0.21419835
2018-08-26,2018-08-27 10:30:00,0.035156,0.19194613
2018-08-26,2018-08-27 10:45:00,0.0,0.08686826
2018-08-26,2018-08-27 11:00:00,0.0,0.10232251
2018-08-26,2018-08-27 11:15:00,0.0,0.110532954
2018-08-26,2018-08-27 11:30:00,0.0,0.04685624
2018-08-26,2018-08-27 11:45:00,0.0,0.057851624
2018-08-26,2018-08-27 12:00:00,0.0,0.07877752
2018-08-26,2018-08-27 12:15:00,0.0,0.05860618
2018-08-26,2018-08-27 12:30:00,0.0,0.047393195
2018-08-26,2018-08-27 12:45:00,0.0,0.040405072
2018-08-26,2018-08-27 13:00:00,0.0,0.0008029137
2018-08-26,2018-08-27 13:15:00,0.0,0.0033030263
2018-08-26,2018-08-27 13:30:00,0.0,-0.0073061455
2018-08-26,2018-08-27 13:45:00,0.0,-0.004968372
2018-08-26,2018-08-27 14:00:00,0.0,-0.03441623
2018-08-26,2018-08-27 14:15:00,0.0,-0.059918225
2018-08-26,2018-08-27 14:30:00,0.0,-0.07435383
2018-08-26,2018-08-27 14:45:00,0.0,-0.089949265
2018-08-26,2018-08-27 15:00:00,0.0,-0.13979906
2018-08-26,2018-08-27 15:15:00,0.0,-0.08575916
2018-08-26,2018-08-27 15:30:00,0.0,-0.09039913
2018-08-26,2018-08-27 15:45:00,0.0,-0.118354246
2018-08-26,2018-08-27 16:00:00,0.0,-0.10647157
2018-08-26,2018-08-27 16:15:00,0.0,-0.10493493
2018-08-26,2018-08-27 16:30:00,0.0,-0.17202806
2018-08-26,2018-08-27 16:45:00,0.0,-0.11557544
2018-08-26,2018-08-27 17:00:00,0.0,-0.13098863
2018-08-26,2018-08-27 17:15:00,0.0,-0.13169861
