时间,辐照度,风速,风向,温度,湿度,压强,实际辐照度,实际功率
2017-01-01 23:00:00,-1.0,-0.8532716459999999,0.457672325,-0.47419017799999996,-0.152409107,0.215189873,0.0,0.039
2017-01-01 23:15:00,-1.0,-0.8559154,0.453893813,-0.476280042,-0.151526349,0.213607595,0.0,0.039
2017-01-01 23:30:00,-1.0,-0.858559154,0.443391771,-0.47920585200000004,-0.148960194,0.211234177,0.0,0.035667000000000004
2017-01-01 23:45:00,-1.0,-0.8598810309999999,0.427555358,-0.482967607,-0.144895404,0.20727848100000001,0.0,0.042667000000000004
2017-01-02 00:00:00,-1.0,-0.862524785,0.407718167,-0.487147335,-0.13947568300000002,0.202531646,0.0,0.039
2017-01-02 00:15:00,-1.0,-0.755452743,0.8192426309999999,-0.488819227,-0.12097883400000001,0.26424050600000004,0.0,0.039333
2017-01-02 00:30:00,-1.0,-0.763384005,0.8441919259999999,-0.490909091,-0.119315966,0.26028481,0.0,0.039333
2017-01-02 00:45:00,-1.0,-0.769993391,0.8679187620000001,-0.492998955,-0.117612038,0.25632911399999997,0.0,0.046
2017-01-02 01:00:00,-1.0,-0.7766027759999999,0.889422943,-0.49508881899999996,-0.115743877,0.252373418,0.0,0.046
2017-01-02 01:15:00,-1.0,-0.7805684070000001,0.9077042759999999,-0.497596656,-0.113567777,0.24841772199999998,0.0,0.046333
2017-01-02 01:30:00,-1.0,-0.784534038,0.92198483,-0.5001044929999999,-0.11096056300000001,0.244462025,0.0,0.046
2017-01-02 01:45:00,-1.0,-0.787177792,0.931208846,-0.503030303,-0.107778531,0.24129746800000001,0.0,0.046
2017-01-02 02:00:00,-1.0,-0.78849967,0.9344872609999999,-0.506374086,-0.103857445,0.237341772,0.0,0.039333
2017-01-02 02:15:00,-1.0,-0.787177792,0.927263635,-0.510971787,-0.09628215400000001,0.234177215,0.0,0.042667000000000004
2017-01-02 02:30:00,-1.0,-0.781890284,0.90703748,-0.517241379,-0.082979204,0.231012658,0.0,0.039333
2017-01-02 02:45:00,-1.0,-0.7752808990000001,0.8760314509999999,-0.5251828629999999,-0.06515982,0.227056962,0.0,0.039
2017-01-02 03:00:00,-1.0,-0.7660277590000001,0.8363570690000001,-0.5339602929999999,-0.044055757,0.222310127,0.0,0.046333
2017-01-02 03:15:00,-1.0,-0.755452743,0.790181424,-0.543155695,-0.020878241000000002,0.21835443,0.0,0.039
2017-01-02 03:30:00,-1.0,-0.7448777259999999,0.739671603,-0.5523510970000001,0.0031615040000000003,0.21439873399999998,0.0,0.042667000000000004
2017-01-02 03:45:00,-1.0,-0.73430271,0.68705026,-0.561546499,0.026852251,0.210443038,0.0,0.043
2017-01-02 04:00:00,-1.0,-0.72504957,0.634428917,-0.569905956,0.048941717,0.20727848100000001,0.0,0.046333
2017-01-02 04:15:00,-1.0,-0.7157964309999999,0.583974662,-0.577011494,0.068259736,0.20411392399999997,0.0,0.046333
2017-01-02 04:30:00,-1.0,-0.7078651690000001,0.537854583,-0.582863114,0.083554023,0.201740506,0.0,0.046
2017-01-02 04:45:00,-1.0,-0.7038995370000001,0.49823576799999997,-0.586624869,0.093633881,0.200949367,0.0,0.039333
2017-01-02 05:00:00,-1.0,-0.70257766,0.467340872,-0.5878787879999999,0.097267558,0.200158228,0.0,0.039333
2017-01-02 05:15:00,-1.0,-0.7038995370000001,0.441558081,-0.5878787879999999,0.096980148,0.201740506,0.0,0.032
2017-01-02 05:30:00,-1.0,-0.7078651690000001,0.416164254,-0.587460815,0.09617950800000001,0.204905063,0.0,0.042667000000000004
2017-01-02 05:45:00,-1.0,-0.714474554,0.39132609100000004,-0.587042842,0.094865636,0.20965189899999997,0.0,0.042667000000000004
2017-01-02 06:00:00,-1.0,-0.723727693,0.367321424,-0.586624869,0.09305906300000001,0.216772152,0.0,0.046333
2017-01-02 06:15:00,-1.0,-0.7329808329999999,0.344428083,-0.5862068970000001,0.09080084599999999,0.223892405,0.0,0.039
2017-01-02 06:30:00,-1.0,-0.7448777259999999,0.32286833600000003,-0.585370951,0.08807045599999999,0.232594937,0.0,0.049333
2017-01-02 06:45:00,-1.0,-0.75677462,0.302864446,-0.584535005,0.08492948199999999,0.242088608,0.0,0.046
2017-01-02 07:00:00,-1.0,-0.7686715140000001,0.28463868,-0.583281087,0.081398452,0.251582278,0.0,0.046
2017-01-02 07:15:00,-1.0,-0.77924653,0.268524435,-0.582445141,0.077477367,0.261075949,0.0,0.039
2017-01-02 07:30:00,-1.0,-0.791143424,0.254688412,-0.5811912229999999,0.073207284,0.269778481,0.0,0.042667000000000004
2017-01-02 07:45:00,-1.0,-0.800396563,0.24346400699999998,-0.579937304,0.068608733,0.27768987300000003,0.0,0.032333
2017-01-02 08:00:00,-1.0,-0.808327826,0.23496235399999998,-0.578265413,0.063681715,0.28481012699999997,0.0,0.042667000000000004
2017-01-02 08:15:00,-1.0,-0.8149372109999999,0.228683355,-0.574085684,0.054792552,0.29193038,0.0,-0.046333
2017-01-02 08:30:00,-1.0,-0.8215465959999999,0.223682383,-0.564472309,0.038964505,0.299050633,16.0,-0.025
2017-01-02 08:45:00,-0.959507303,-0.828155981,0.219681605,-0.550679206,0.017326682,0.306962025,51.0,0.5539999999999999
2017-01-02 09:00:00,-0.878344395,-0.834765367,0.21634762300000002,-0.533124347,-0.009053397,0.314873418,64.3333,1.06933
2017-01-02 09:15:00,-0.784597785,-0.841374752,0.21351373899999998,-0.513479624,-0.039067151,0.32278481,91.3333,1.59833
2017-01-02 09:30:00,-0.707044309,-0.84666226,0.21090212,-0.49174503700000005,-0.071626532,0.330696203,131.0,2.25867
2017-01-02 09:45:00,-0.645111981,-0.8532716459999999,0.208123802,-0.46875653100000003,-0.10564348900000001,0.337816456,176.333,2.9160000000000004
2017-01-02 10:00:00,-0.580122484,-0.858559154,0.205067652,-0.446185998,-0.139988914,0.34414557,288.33299999999997,4.64233
2017-01-02 10:15:00,-0.513673435,-0.863846662,0.201344706,-0.424033438,-0.17359528600000002,0.348892405,243.667,4.553669999999999
2017-01-02 10:30:00,-0.447401899,-0.8691341709999999,0.196732698,-0.403552769,-0.205374556,0.353639241,410.333,6.38667
2017-01-02 10:45:00,-0.38288577,-0.874421679,0.19095379699999998,-0.38557993700000004,-0.234197615,0.356012658,391.667,7.313
2017-01-02 11:00:00,-0.32174238899999996,-0.87838731,0.18373017,-0.370950888,-0.25899694100000004,0.35680379700000003,514.3330000000001,8.20867
2017-01-02 11:15:00,-0.265589097,-0.882352941,0.161392493,-0.35757575799999997,-0.28237975,0.35443038,310.0,5.31733
2017-01-02 11:30:00,-0.21604323399999997,-0.887640449,0.11382768900000001,-0.34378265399999997,-0.307220135,0.34651898700000006,371.667,6.78067
2017-01-02 11:45:00,-0.174702419,-0.892927958,0.046314561,-0.329989551,-0.33288169,0.335443038,827.6669999999999,12.7483
2017-01-02 12:00:00,-0.14318399199999998,-0.896893589,-0.036090351,-0.315778474,-0.35866642,0.320411392,921.6669999999999,12.3503
2017-01-02 12:15:00,-0.123105295,-0.902181097,-0.12816381,-0.30240334399999996,-0.38391739,0.303797468,840.0,12.2297
2017-01-02 12:30:00,-0.11604422,-0.906146728,-0.22473814399999997,-0.289864159,-0.40797766399999996,0.285601266,879.0,13.3017
2017-01-02 12:45:00,-0.117207917,-0.91011236,-0.320645681,-0.27816092,-0.430149248,0.266613924,968.3330000000001,12.0483
2017-01-02 13:00:00,-0.120639836,-0.914077991,-0.410718751,-0.268129572,-0.449795734,0.24841772199999998,994.6669999999999,12.0233
2017-01-02 13:15:00,-0.126261082,-0.916721745,-0.48978968100000003,-0.259770115,-0.46626018799999996,0.231012658,1020.0,12.2187
2017-01-02 13:30:00,-0.13397303800000002,-0.9193654990000001,-0.552690801,-0.25308255,-0.478824085,0.215981013,924.6669999999999,12.613
2017-01-02 13:45:00,-0.143677084,-0.920687376,-0.594198872,-0.24890282100000002,-0.486851019,0.203322785,940.3330000000001,13.4513
2017-01-02 14:00:00,-0.15531405,-0.9220092529999999,-0.609201789,-0.247648903,-0.489684055,0.19462025300000002,874.0,12.0017
2017-01-02 14:15:00,-0.168765594,-0.9193654990000001,-0.602922791,-0.247648903,-0.487877481,0.188291139,808.0,13.593
2017-01-02 14:30:00,-0.18395282100000002,-0.911434237,-0.5856972189999999,-0.247648903,-0.482704112,0.181962025,784.6669999999999,12.485
2017-01-02 14:45:00,-0.200777113,-0.899537343,-0.55958103,-0.247648903,-0.474533473,0.175632911,692.3330000000001,10.6097
2017-01-02 15:00:00,-0.219179298,-0.8863185720000001,-0.52690801,-0.24806687600000002,-0.46375562,0.170094937,616.6669999999999,8.99667
2017-01-02 15:15:00,-0.239041035,-0.8691341709999999,-0.48978968100000003,-0.24806687600000002,-0.45074007899999996,0.164556962,604.6669999999999,9.796
2017-01-02 15:30:00,-0.260263705,-0.8519497690000001,-0.450504265,-0.24806687600000002,-0.43587690700000004,0.159810127,740.3330000000001,12.395999999999999
2017-01-02 15:45:00,-0.282788138,-0.836087244,-0.41121884799999997,-0.248484848,-0.419515099,0.155063291,707.0,12.0763
2017-01-02 16:00:00,-0.307284938,-0.8189028420000001,-0.37410052,-0.24890282100000002,-0.40204471299999994,0.151107595,696.3330000000001,11.587
2017-01-02 16:15:00,-0.35688997100000003,-0.805684071,-0.3414275,-0.24890282100000002,-0.383855803,0.147943038,653.3330000000001,10.7337
2017-01-02 16:30:00,-0.435449355,-0.793787178,-0.315366877,-0.24932079399999998,-0.365297366,0.14556962,593.0,9.604
2017-01-02 16:45:00,-0.533495725,-0.785855915,-0.29808573899999996,-0.249738767,-0.346779988,0.143987342,526.6669999999999,8.190669999999999
2017-01-02 17:00:00,-0.641522273,-0.7832121609999999,-0.291862307,-0.25015674,-0.32865266600000004,0.143987342,449.333,5.736669999999999
2017-01-02 17:15:00,-0.750061636,-0.787177792,-0.29408496100000003,-0.25308255,-0.307445957,0.144778481,363.667,3.1753299999999998
2017-01-02 17:30:00,-0.84962673,-0.796430932,-0.300419526,-0.261442006,-0.280408943,0.147151899,278.66700000000003,2.20267
2017-01-02 17:45:00,-0.930730466,-0.81097158,-0.31036590399999997,-0.273981191,-0.249019729,0.151107595,185.667,0.998
2017-01-02 18:00:00,-1.0,-0.828155981,-0.323479565,-0.289864159,-0.214715362,0.15585443,26.0,0.018000000000000002
2017-01-02 18:15:00,-1.0,-0.849306015,-0.339260412,-0.307419018,-0.178973948,0.161392405,0.0,-0.103333
2017-01-02 18:30:00,-1.0,-0.870456048,-0.357263912,-0.327063741,-0.143253064,0.16693038,0.0,0.042667000000000004
2017-01-02 18:45:00,-1.0,-0.8916060809999999,-0.37698997,-0.346708464,-0.109010285,0.172468354,0.0,0.043
2017-01-02 19:00:00,-1.0,-0.912756114,-0.397938488,-0.365935214,-0.077723717,0.178006329,0.0,0.038667
2017-01-02 19:15:00,-1.0,-0.9299405159999999,-0.419664935,-0.383908046,-0.050850937,0.183544304,0.0,0.035332999999999996
2017-01-02 19:30:00,-1.0,-0.944481163,-0.44172478,-0.39937304100000004,-0.029828991000000003,0.1875,0.0,0.035332999999999996
2017-01-02 19:45:00,-1.0,-0.953734303,-0.463562359,-0.411494253,-0.016156515,0.19066455699999998,0.0,0.042667000000000004
2017-01-02 20:00:00,-1.0,-0.9576999340000001,-0.484788709,-0.41943573700000003,-0.011270555,0.192246835,0.0,0.039
2017-01-02 20:15:00,-1.0,-0.95505618,-0.5090712079999999,-0.424869383,-0.011989078,0.193037975,0.0,0.046333
2017-01-02 20:30:00,-1.0,-0.947124917,-0.539410441,-0.43030303,-0.014083061000000001,0.193037975,0.0,0.039
2017-01-02 20:45:00,-1.0,-0.9365499009999999,-0.574306115,-0.435736677,-0.017408799,0.193829114,0.0,0.046
2017-01-02 21:00:00,-1.0,-0.9220092529999999,-0.612146806,-0.44033437799999997,-0.021843116,0.19462025300000002,0.0,0.035667000000000004
2017-01-02 21:15:00,-1.0,-0.906146728,-0.6514322229999999,-0.444932079,-0.027283365,0.19462025300000002,0.0,0.039333
2017-01-02 21:30:00,-1.0,-0.888962327,-0.690495374,-0.44911180799999995,-0.033544785,0.195411392,0.0,0.038667
2017-01-02 21:45:00,-1.0,-0.873099802,-0.7278359679999999,-0.45245559,-0.040545257,0.195411392,0.0,0.039
2017-01-02 22:00:00,-1.0,-0.8572372770000001,-0.7619537129999999,-0.45579937299999995,-0.048141077000000004,0.19620253199999999,0.0,0.049333
2017-01-02 22:15:00,-1.0,-0.8426966290000001,-0.7911260520000001,-0.45830721,-0.05620907,0.19620253199999999,0.0,-0.142333
2017-01-02 22:30:00,-1.0,-0.832121613,-0.813963826,-0.459979101,-0.06462606,0.19620253199999999,0.0,-0.235
2017-01-02 22:45:00,-1.0,-0.82419035,-0.8288000440000001,-0.46123302,-0.07324834200000001,0.196993671,0.0,-0.235
2017-01-02 23:00:00,-1.0,-0.8215465959999999,-0.8340788490000001,-0.46165099299999995,-0.081973271,0.196993671,0.0,-0.235
2017-01-02 23:15:00,-1.0,-0.822868473,-0.8300225040000001,-0.459979101,-0.093243826,0.19620253199999999,0.0,-0.235
2017-01-02 23:30:00,-1.0,-0.826834104,-0.818686967,-0.454545455,-0.108948697,0.19462025300000002,0.0,-0.235
2017-01-02 23:45:00,-1.0,-0.83344349,-0.8012946959999999,-0.447021944,-0.12804089400000002,0.193037975,0.0,-0.235
2017-01-03 00:00:00,-1.0,-0.841374752,-0.7790125859999999,-0.437408568,-0.149514483,0.18987341800000002,0.0,-0.235
2017-01-03 00:15:00,-1.0,-0.84666226,-0.809296252,-0.44994775299999995,-0.119172261,0.22863924100000002,0.0,-0.235
2017-01-03 00:30:00,-1.0,-0.8519497690000001,-0.8062401020000001,-0.444096134,-0.12699390300000002,0.22547468399999998,0.0,-0.235
2017-01-03 00:45:00,-1.0,-0.858559154,-0.8029061209999999,-0.43866248700000005,-0.134302314,0.221518987,0.0,-0.235
2017-01-03 01:00:00,-1.0,-0.863846662,-0.799183175,-0.43322884,-0.14085114199999998,0.21756329100000002,0.0,-0.235
2017-01-03 01:15:00,-1.0,-0.8691341709999999,-0.794960131,-0.42821316600000003,-0.14635298,0.213607595,0.0,-0.235
2017-01-03 01:30:00,-1.0,-0.874421679,-0.790014725,-0.424451411,-0.150602533,0.20886075899999998,0.0,-0.235
2017-01-03 01:45:00,-1.0,-0.879709187,-0.78429139,-0.421943574,-0.153332923,0.204905063,0.0,-0.235
2017-01-03 02:00:00,-1.0,-0.8836748179999999,-0.777678993,-0.42110762799999996,-0.154297797,0.200158228,0.0,-0.235
2017-01-03 02:15:00,-1.0,-0.888962327,-0.767065818,-0.422779519,-0.152450165,0.19462025300000002,0.0,-0.235
2017-01-03 02:30:00,-1.0,-0.892927958,-0.7497291140000001,-0.426541275,-0.14717415,0.186708861,0.0,-0.235
2017-01-03 02:45:00,-1.0,-0.8982154659999999,-0.72628011,-0.43281086700000004,-0.13883927699999998,0.178006329,0.0,-0.235
2017-01-03 03:00:00,-1.0,-0.903502974,-0.6972189040000001,-0.44075235100000004,-0.127794543,0.167721519,0.0,-0.235
2017-01-03 03:15:00,-1.0,-0.908790482,-0.663101159,-0.44994775299999995,-0.114430006,0.157436709,0.0,-0.235
2017-01-03 03:30:00,-1.0,-0.914077991,-0.624371406,-0.459979101,-0.09909466,0.147151899,0.0,-0.235
2017-01-03 03:45:00,-1.0,-0.9193654990000001,-0.581640875,-0.470846395,-0.082178563,0.136867089,0.0,-0.235
2017-01-03 04:00:00,-1.0,-0.92333113,-0.535354097,-0.482131661,-0.064030712,0.12737341800000002,0.0,-0.235
